qkey,lang,device_type,gender,agecat,racethnmod,racecmb,hisp,educcat,inc,inc_tier2,marital,relig,religcat1,attendper,cregion,usr_selfid,party,partysum,ideo,tipview,tip1,tip2,tipsugg,tipauto,tipexpect,tipself,tipfreq_rest_serv,tipfreq_rest_noserv,tipfreq_delvry,tipfreq_coffee,tipfreq_bar,tipfreq_taxi,tipfreq_hairct,tipfactor1_qual,tipfactor1_socpre,tipfactor1_wrkearn,tipfactor1_cost,tipfactor2_qual,tipfactor2_socpre,tipfactor2_wrkearn,tipfactor2_cost,tipamount,tipshare,sportsfan,sportsnum,talksports,ussport,sportsatt,whysports_comm,whysports_team,whysports_player,whysports_entertain,whysports_bet,whysports_family,whynotsports_othint,whynotsports_boring,whynotsports_compete,whynotsports_violent,whynotsports_political,whynotsports_money
201901068039,2,2,Male,30-49,Hispanic,White,Yes,H.S. graduate or less,"$30,000–$39,999",Lower income,Married,Protestant,Protestant,More than once a week,Northeast,Urban,Independent,No lean,Very conservative,1,4.0,,1,4,1,2,1,3,1,2,3,1,1,1.0,1.0,1.0,1.0,,,,,1,3,3,1,3,5,1,3.0,2.0,3.0,2.0,3.0,3.0,,,,,,
201901068092,2,2,Female,50-64,Hispanic,White,Yes,College graduate+,"$100,000 or more",Middle income,Divorced,Roman Catholic,Catholic,A few times a year,South,Urban,Republican,Rep/Lean Rep,Moderate,3,,4.0,4,4,3,2,1,5,1,1,1,3,1,,,,,1.0,2.0,2.0,3.0,2,1,5,5,5,3,3,,,,,,,1.0,2.0,3.0,2.0,3.0,3.0
201901068203,2,2,Female,30-49,Hispanic,White,Yes,Some College,"Less than $30,000",Lower income,Separated,Roman Catholic,Catholic,Once a week,Northeast,Rural,Democrat,Dem/Lean Dem,Very conservative,2,,3.0,2,1,1,1,3,3,99,3,5,4,5,,,,,2.0,1.0,2.0,1.0,2,1,2,2,4,1,2,2.0,1.0,2.0,2.0,3.0,2.0,,,,,,
201901068237,2,2,Female,30-49,Hispanic,White,Yes,Some College,"$60,000–$69,999",Lower income,Married,Roman Catholic,Catholic,Seldom,South,Urban,Independent,Rep/Lean Rep,Conservative,2,,3.0,1,1,3,1,1,3,3,1,1,3,1,,,,,1.0,2.0,3.0,1.0,3,1,5,5,6,1,1,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0
201901068274,2,2,Female,18-29,Hispanic,White,Yes,Some College,"$30,000–$39,999",Lower income,Married,Nothing in particular,Unaffiliated,Seldom,Northeast,Urban,Something else,No lean,99,3,2.0,,2,4,3,1,1,1,1,1,1,2,1,1.0,3.0,3.0,2.0,,,,,2,2,4,5,6,3,3,,,,,,,1.0,2.0,2.0,3.0,3.0,3.0
201901068319,2,2,Male,30-49,Hispanic,White,Yes,Some College,"$70,000–$79,999",Middle income,Married,Nothing in particular,Unaffiliated,Seldom,South,Urban,Independent,Dem/Lean Dem,Moderate,1,,4.0,5,5,1,2,1,5,2,4,4,4,2,,,,,1.0,1.0,2.0,1.0,1,3,4,2,3,5,1,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0
201901068501,2,2,Female,18-29,Hispanic,White,Yes,Some College,"$30,000–$39,999",Lower income,Married,Protestant,Protestant,Once a week,West,Suburban,Democrat,Dem/Lean Dem,Moderate,1,4.0,,2,2,2,2,1,5,5,5,5,5,5,2.0,2.0,2.0,2.0,,,,,4,2,3,3,3,2,2,1.0,1.0,3.0,2.0,3.0,2.0,,,,,,
201901068526,2,2,Female,30-49,Hispanic,Mixed Race,Yes,College graduate+,"$30,000–$39,999",Lower income,Married,Roman Catholic,Catholic,Once or twice a month,Northeast,Urban,Something else,Rep/Lean Rep,Moderate,3,3.0,,3,4,1,1,1,3,1,4,2,4,6,1.0,3.0,1.0,3.0,,,,,6,2,4,1,5,3,2,,,,,,,3.0,3.0,3.0,2.0,3.0,2.0
201901068678,2,2,Female,50-64,Hispanic,White,Yes,Some College,"Less than $30,000",Lower income,Divorced,Roman Catholic,Catholic,Never,South,Urban,Democrat,Dem/Lean Dem,Very liberal,2,,2.0,5,5,1,2,4,5,2,5,2,5,3,,,,,2.0,1.0,2.0,2.0,3,2,5,5,6,1,2,,,,,,,2.0,2.0,3.0,3.0,1.0,1.0
201901068691,2,1,Male,50-64,Hispanic,White,Yes,College graduate+,"$60,000–$69,999",Middle income,Married,Roman Catholic,Catholic,A few times a year,South,Urban,Republican,Rep/Lean Rep,Conservative,2,,3.0,1,5,3,2,1,2,1,3,1,4,2,,,,,2.0,2.0,1.0,3.0,3,3,4,1,4,1,3,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
201901068764,2,2,Female,18-29,Hispanic,White,Yes,Some College,"$30,000–$39,999",99,Living with a partner,Roman Catholic,Catholic,Seldom,South,Urban,Independent,Dem/Lean Dem,Moderate,1,,2.0,1,1,3,2,1,3,1,4,4,2,2,,,,,1.0,2.0,2.0,1.0,3,1,5,5,6,3,2,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
201901068852,2,2,Female,30-49,Hispanic,Or some other race,Yes,Some College,"$30,000–$39,999",Lower income,Married,Protestant,Protestant,Seldom,West,Urban,Democrat,Dem/Lean Dem,Liberal,2,,4.0,4,5,1,2,1,5,1,4,1,1,1,,,,,3.0,1.0,3.0,1.0,3,3,2,3,3,1,2,3.0,3.0,3.0,2.0,3.0,3.0,,,,,,
201901068904,2,2,Female,30-49,Hispanic,White,Yes,Some College,"Less than $30,000",Lower income,Separated,Nothing in particular,Unaffiliated,Seldom,South,Rural,Republican,Rep/Lean Rep,Very conservative,2,,3.0,4,4,1,2,2,2,3,3,4,4,3,,,,,1.0,2.0,1.0,3.0,1,1,5,5,5,1,1,,,,,,,2.0,3.0,3.0,1.0,2.0,1.0
201901068943,1,2,99,30-49,Hispanic,99,Yes,99,99,99,Married,99,99,99,South,Rural,Independent,Rep/Lean Rep,99,3,1.0,,1,1,1,1,1,5,1,6,1,3,1,1.0,3.0,3.0,3.0,,,,,1,1,5,2,1,3,1,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0
201901068971,2,2,Female,30-49,Hispanic,White,Yes,College graduate+,"$70,000–$79,999",Middle income,Living with a partner,Atheist,Unaffiliated,Never,South,Urban,Independent,Rep/Lean Rep,Moderate,1,3.0,,4,5,3,1,1,2,3,2,2,4,3,1.0,1.0,3.0,2.0,,,,,2,1,1,2,3,3,1,3.0,3.0,3.0,1.0,3.0,3.0,,,,,,
201901069057,1,1,Female,65+,Hispanic,White,Yes,H.S. graduate or less,"$40,000–$49,999",Lower income,Married,Roman Catholic,Catholic,Never,South,Urban,Democrat,Dem/Lean Dem,Liberal,2,5.0,,2,99,1,2,1,3,3,5,6,1,1,2.0,2.0,2.0,2.0,,,,,3,1,5,5,6,2,3,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
201901069163,1,2,Female,30-49,Hispanic,White,Yes,College graduate+,"$100,000 or more",Upper income,Married,Protestant,Protestant,Once a week,South,Suburban,Republican,Rep/Lean Rep,Very conservative,3,4.0,,2,4,1,2,1,4,2,4,2,2,1,1.0,1.0,3.0,1.0,,,,,2,1,3,2,6,3,3,2.0,1.0,2.0,1.0,3.0,1.0,,,,,,
201901069200,1,2,Female,30-49,Hispanic,White,Yes,Some College,"$30,000–$39,999",Lower income,Divorced,Nothing in particular,Unaffiliated,A few times a year,South,Urban,Something else,Dem/Lean Dem,Liberal,1,,3.0,3,3,1,2,1,4,1,3,3,6,6,,,,,1.0,2.0,2.0,1.0,1,1,4,5,6,5,1,,,,,,,1.0,3.0,3.0,3.0,2.0,1.0
201901069231,2,2,Female,30-49,Hispanic,White,Yes,College graduate+,"$100,000 or more",Upper income,Married,Roman Catholic,Catholic,Seldom,South,Suburban,Independent,Dem/Lean Dem,Moderate,2,2.0,,3,3,1,2,1,5,1,1,1,1,1,1.0,2.0,3.0,3.0,,,,,3,2,5,1,6,3,1,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0
201901069368,1,2,Male,18-29,Hispanic,Or some other race,Yes,Some College,"$30,000–$39,999",Lower income,Never been married,Nothing in particular,Unaffiliated,Never,South,Suburban,Democrat,Dem/Lean Dem,Moderate,3,3.0,,3,6,2,1,2,3,6,2,6,3,2,1.0,2.0,3.0,2.0,,,,,1,3,5,5,5,4,3,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
201901069375,1,2,99,50-64,Hispanic,White,Yes,Some College,99,99,Married,Roman Catholic,Catholic,More than once a week,South,Urban,Independent,Rep/Lean Rep,Moderate,2,,4.0,2,5,1,1,2,5,2,5,2,2,2,,,,,1.0,1.0,1.0,1.0,1,1,3,2,5,3,3,3.0,1.0,1.0,1.0,3.0,2.0,,,,,,
201901069475,2,2,Male,30-49,Hispanic,White,Yes,College graduate+,"$80,000–$89,999",Middle income,Married,Protestant,Protestant,A few times a year,South,Urban,Independent,Dem/Lean Dem,Moderate,1,2.0,,3,3,3,2,1,5,3,5,6,6,5,1.0,2.0,1.0,3.0,,,,,1,1,5,5,6,2,1,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
201901069810,2,2,Female,30-49,Hispanic,White,Yes,Some College,"$30,000–$39,999",99,Living with a partner,Roman Catholic,Catholic,Once or twice a month,West,Urban,Republican,Rep/Lean Rep,Very conservative,1,3.0,,2,5,1,1,2,5,5,5,3,5,5,1.0,3.0,3.0,1.0,,,,,1,1,3,1,4,7,3,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,
201901069815,1,1,Male,50-64,Hispanic,White,Yes,College graduate+,"$100,000 or more",Middle income,Never been married,Roman Catholic,Catholic,Seldom,South,Suburban,Republican,Rep/Lean Rep,Very conservative,3,3.0,,4,3,1,2,1,5,6,5,2,6,1,1.0,3.0,2.0,1.0,,,,,2,1,5,5,6,1,1,,,,,,,1.0,2.0,3.0,3.0,1.0,3.0
201901069849,1,2,Male,65+,Hispanic,White,Yes,College graduate+,"$50,000–$59,999",Middle income,Married,Protestant,Protestant,A few times a year,West,Suburban,Republican,Rep/Lean Rep,Conservative,1,2.0,,5,4,1,2,1,4,6,5,2,1,2,1.0,3.0,1.0,3.0,,,,,2,1,2,3,3,1,3,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,
201901069851,2,2,Female,50-64,White non-Hispanic,White,99,99,99,99,Married,Roman Catholic,Catholic,Seldom,South,Urban,Independent,No lean,Liberal,1,,3.0,2,3,2,2,1,3,3,3,4,1,1,,,,,1.0,2.0,2.0,99.0,2,1,3,1,5,3,3,1.0,2.0,2.0,1.0,3.0,1.0,,,,,,
201901070107,2,2,Male,30-49,Hispanic,White,Yes,Some College,"$50,000–$59,999",Middle income,Separated,Roman Catholic,Catholic,A few times a year,West,Urban,Independent,Dem/Lean Dem,Moderate,1,,4.0,3,5,1,2,1,4,4,4,1,3,2,,,,,1.0,1.0,3.0,1.0,1,2,2,3,3,6,3,3.0,3.0,3.0,1.0,2.0,3.0,,,,,,
201901070266,2,2,Female,30-49,Hispanic,White,Yes,Some College,"Less than $30,000",Lower income,Divorced,Protestant,Protestant,More than once a week,South,Urban,99,No lean,99,2,,1.0,5,5,1,1,1,1,1,3,1,3,1,,,,,1.0,3.0,3.0,3.0,2,1,5,5,6,7,1,,,,,,,1.0,2.0,1.0,3.0,3.0,3.0
201901070530,1,2,Female,50-64,Hispanic,White,Yes,H.S. graduate or less,"$80,000–$89,999",Middle income,Living with a partner,Nothing in particular,Unaffiliated,Seldom,South,Urban,Republican,Rep/Lean Rep,Moderate,3,,3.0,2,5,1,1,2,4,3,4,2,4,3,,,,,1.0,3.0,3.0,2.0,2,3,4,1,6,5,3,,,,,,,1.0,2.0,3.0,3.0,3.0,3.0
201901070556,1,2,Male,18-29,Hispanic,White,Yes,H.S. graduate or less,"$80,000–$89,999",Middle income,Never been married,Protestant,Protestant,More than once a week,South,Suburban,Republican,Rep/Lean Rep,Moderate,2,3.0,,3,3,2,2,2,3,3,1,6,6,3,2.0,2.0,1.0,2.0,,,,,3,2,2,4,2,5,2,1.0,3.0,2.0,2.0,1.0,1.0,,,,,,
201901070565,2,2,Male,18-29,Hispanic,Mixed Race,Yes,H.S. graduate or less,"$50,000–$59,999",Lower income,Married,Protestant,Protestant,A few times a year,South,Suburban,Something else,Dem/Lean Dem,Moderate,3,,2.0,3,3,1,1,1,4,3,3,3,3,2,,,,,1.0,3.0,2.0,2.0,3,1,5,5,6,2,1,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0
201901070648,1,2,Female,18-29,Hispanic,White,Yes,College graduate+,"$40,000–$49,999",Lower income,Never been married,Roman Catholic,Catholic,Once a week,West,Urban,99,Rep/Lean Rep,Liberal,2,,3.0,5,4,1,1,1,1,1,2,4,4,3,,,,,1.0,1.0,3.0,2.0,2,1,5,5,6,3,3,,,,,,,3.0,2.0,3.0,3.0,3.0,3.0
201901070770,1,1,Male,18-29,Hispanic,White,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Never been married,Protestant,Protestant,Never,South,Urban,Republican,Rep/Lean Rep,Conservative,1,1.0,,3,5,1,2,6,5,3,5,5,3,5,1.0,3.0,3.0,3.0,,,,,7,3,5,5,6,2,1,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0
201901070798,1,2,Female,18-29,Hispanic,White,Yes,H.S. graduate or less,"$30,000–$39,999",Lower income,Married,Roman Catholic,Catholic,A few times a year,South,Rural,Democrat,Dem/Lean Dem,Moderate,3,3.0,,6,3,1,2,1,5,6,6,6,6,1,1.0,2.0,1.0,2.0,,,,,4,1,5,5,6,3,3,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
201901070899,2,2,Male,30-49,Hispanic,Or some other race,Yes,College graduate+,"$80,000–$89,999",Middle income,Married,Roman Catholic,Catholic,A few times a year,South,Urban,Something else,Dem/Lean Dem,Moderate,3,3.0,,3,4,3,1,1,3,1,3,1,3,3,1.0,3.0,2.0,3.0,,,,,3,1,2,3,1,3,3,3.0,3.0,3.0,1.0,3.0,3.0,,,,,,
201901071057,2,1,Female,50-64,Hispanic,Or some other race,Yes,Some College,"$30,000–$39,999",Lower income,Married,Roman Catholic,Catholic,More than once a week,South,Urban,Something else,Dem/Lean Dem,Liberal,1,,1.0,5,5,3,2,1,5,5,1,3,1,1,,,,,1.0,1.0,1.0,1.0,6,2,3,1,6,99,1,2.0,3.0,3.0,3.0,3.0,2.0,,,,,,
201901071289,2,2,Female,65+,Hispanic,White,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Divorced,Protestant,Protestant,Seldom,South,Urban,Democrat,Dem/Lean Dem,Conservative,3,,4.0,3,4,1,2,1,3,1,3,6,6,1,,,,,1.0,3.0,1.0,3.0,6,3,3,1,5,1,3,3.0,3.0,1.0,1.0,3.0,1.0,,,,,,
201901071319,1,1,Female,18-29,Hispanic,Mixed Race,Yes,College graduate+,"$100,000 or more",Middle income,Never been married,Nothing in particular,Unaffiliated,Once a week,South,Suburban,Something else,No lean,Moderate,1,5.0,,5,5,1,2,5,5,5,6,6,5,6,3.0,3.0,3.0,3.0,,,,,7,1,5,5,6,3,99,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
201901071459,2,2,Male,30-49,Hispanic,White,Yes,College graduate+,"$40,000–$49,999",Lower income,Married,Nothing in particular,Unaffiliated,Never,South,Suburban,Republican,Rep/Lean Rep,Moderate,3,,1.0,5,99,3,1,1,6,3,5,4,6,3,,,,,1.0,3.0,3.0,3.0,1,1,2,3,3,1,3,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,
201901071729,2,2,Female,30-49,Hispanic,White,Yes,H.S. graduate or less,99,99,Living with a partner,Roman Catholic,Catholic,A few times a year,South,Rural,Democrat,Dem/Lean Dem,Conservative,2,,3.0,2,6,1,2,1,1,1,3,1,3,1,,,,,1.0,3.0,3.0,1.0,6,1,5,5,6,2,1,,,,,,,1.0,3.0,3.0,2.0,1.0,3.0
201901071803,2,2,Female,30-49,Hispanic,White,Yes,Some College,"$70,000–$79,999",Middle income,Married,Roman Catholic,Catholic,A few times a year,South,Urban,Republican,Rep/Lean Rep,Moderate,1,,3.0,4,5,1,2,1,1,1,4,3,4,5,,,,,1.0,2.0,1.0,1.0,2,1,3,1,5,1,1,2.0,1.0,2.0,1.0,3.0,2.0,,,,,,
201901071821,1,2,Female,18-29,Hispanic,White,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Separated,Agnostic,Unaffiliated,Seldom,West,Rural,Something else,Dem/Lean Dem,Very liberal,1,,4.0,6,5,1,2,5,5,5,6,6,6,6,,,,,1.0,2.0,1.0,1.0,1,2,5,1,3,2,2,,,,,,,2.0,2.0,3.0,3.0,3.0,3.0
201901071831,2,2,99,30-49,White non-Hispanic,White,No,College graduate+,99,99,Living with a partner,Nothing in particular,Unaffiliated,Seldom,Northeast,Urban,Something else,Dem/Lean Dem,Liberal,2,,4.0,5,5,1,2,1,5,5,5,6,5,1,,,,,1.0,2.0,3.0,1.0,1,2,5,5,6,6,1,,,,,,,1.0,2.0,3.0,3.0,3.0,3.0
201901071841,1,2,Female,18-29,Hispanic,White,Yes,Some College,"$60,000–$69,999",Middle income,Never been married,Protestant,Protestant,Seldom,South,Urban,Democrat,Dem/Lean Dem,Moderate,2,1.0,,1,5,1,2,1,4,1,4,6,4,1,1.0,2.0,1.0,1.0,,,,,2,1,3,1,6,3,1,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,
201901071870,1,2,Female,50-64,Hispanic,White,Yes,H.S. graduate or less,"$30,000–$39,999",Lower income,Separated,Nothing in particular,Unaffiliated,Never,South,Urban,Democrat,Dem/Lean Dem,Moderate,2,2.0,,5,5,1,2,1,5,6,5,6,6,1,1.0,1.0,3.0,1.0,,,,,2,1,5,5,6,1,1,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0
201901071935,1,1,Female,30-49,Hispanic,Mixed Race,Yes,College graduate+,"$70,000–$79,999",Middle income,Never been married,Protestant,Protestant,More than once a week,Northeast,Urban,Something else,Rep/Lean Rep,Conservative,1,3.0,,1,1,1,1,2,4,1,4,2,1,6,1.0,1.0,3.0,1.0,,,,,3,2,5,5,5,3,3,,,,,,,1.0,3.0,3.0,3.0,3.0,2.0
201901072006,2,2,Male,30-49,Hispanic,White,Yes,Some College,"$70,000–$79,999",Middle income,Married,Roman Catholic,Catholic,Never,South,Suburban,Something else,Dem/Lean Dem,Liberal,3,,3.0,5,5,1,1,1,5,2,4,2,3,1,,,,,1.0,2.0,3.0,2.0,3,1,1,4,1,3,3,2.0,2.0,2.0,1.0,3.0,3.0,,,,,,
201901072019,1,2,Male,50-64,Hispanic,White,Yes,College graduate+,"$100,000 or more",Upper income,Married,Roman Catholic,Catholic,Seldom,South,Urban,Independent,Rep/Lean Rep,Moderate,2,3.0,,3,5,1,2,1,5,6,3,2,5,1,1.0,2.0,3.0,3.0,,,,,2,1,2,3,1,1,3,3.0,2.0,2.0,1.0,3.0,3.0,,,,,,
201901072060,2,2,Female,65+,Hispanic,White,Yes,Some College,"Less than $30,000",Lower income,Widowed,Protestant,Protestant,Seldom,South,Urban,Republican,Rep/Lean Rep,Conservative,3,,5.0,6,4,3,2,1,6,6,6,6,3,1,,,,,1.0,3.0,2.0,3.0,1,2,5,5,6,1,3,,,,,,,1.0,3.0,3.0,1.0,3.0,3.0
201901072230,2,2,Female,30-49,Hispanic,White,Yes,H.S. graduate or less,"$70,000–$79,999",Middle income,Married,Protestant,Protestant,More than once a week,West,Suburban,Something else,Rep/Lean Rep,Conservative,3,3.0,,3,4,3,2,1,5,1,4,6,4,1,1.0,3.0,3.0,2.0,,,,,2,2,5,5,6,1,1,,,,,,,1.0,2.0,3.0,3.0,3.0,3.0
201901072293,2,2,Female,30-49,Hispanic,Black or African-American,Yes,College graduate+,"$80,000–$89,999",Middle income,Living with a partner,Nothing in particular,Unaffiliated,Seldom,South,Urban,Democrat,Dem/Lean Dem,Moderate,1,,4.0,4,4,1,1,2,4,3,2,2,2,2,,,,,1.0,2.0,2.0,1.0,2,1,5,5,1,3,3,,,,,,,3.0,3.0,3.0,1.0,2.0,1.0
201901072357,2,2,Female,30-49,Hispanic,White,Yes,Some College,"$40,000–$49,999",Lower income,Living with a partner,Nothing in particular,Unaffiliated,Never,South,Suburban,Democrat,Dem/Lean Dem,Moderate,2,1.0,,3,2,3,2,1,3,1,1,1,1,1,1.0,3.0,2.0,2.0,,,,,2,1,3,2,3,3,3,3.0,1.0,1.0,2.0,3.0,3.0,,,,,,
201901072738,1,2,Female,50-64,Hispanic,White,Yes,College graduate+,"$50,000–$59,999",Middle income,Married,Nothing in particular,Unaffiliated,Never,South,Urban,Independent,Rep/Lean Rep,Moderate,3,3.0,,3,3,1,2,1,5,1,1,1,1,1,1.0,3.0,1.0,3.0,,,,,2,3,5,5,6,5,3,,,,,,,1.0,2.0,3.0,3.0,3.0,3.0
201901072795,2,1,Male,50-64,Hispanic,White,Yes,College graduate+,"$40,000–$49,999",Lower income,Separated,Roman Catholic,Catholic,Seldom,South,Urban,Independent,Dem/Lean Dem,Moderate,1,,2.0,5,5,1,2,1,5,2,4,2,4,2,,,,,1.0,3.0,1.0,1.0,1,2,2,4,3,1,3,2.0,2.0,3.0,1.0,3.0,3.0,,,,,,
201901073016,1,2,Female,18-29,Hispanic,White,Yes,College graduate+,"$30,000–$39,999",Lower income,Never been married,Atheist,Unaffiliated,Never,Northeast,Urban,Democrat,Dem/Lean Dem,Very liberal,3,3.0,,1,5,1,2,1,5,2,5,6,2,1,1.0,1.0,1.0,1.0,,,,,3,1,5,5,6,5,1,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0
201901073020,1,2,Male,30-49,Hispanic,White,Yes,Some College,"$90,000–$99,999",Middle income,Married,Roman Catholic,Catholic,Seldom,South,Urban,Republican,Rep/Lean Rep,Conservative,2,,5.0,5,5,1,1,1,5,1,3,2,2,1,,,,,2.0,1.0,3.0,1.0,2,1,5,5,6,2,3,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
201901073049,2,3,Male,65+,Hispanic,White,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Married,Roman Catholic,Catholic,Once a week,Northeast,Suburban,Republican,Rep/Lean Rep,Very conservative,1,,4.0,2,1,1,1,2,1,1,5,1,1,1,,,,,1.0,1.0,1.0,1.0,2,1,2,4,2,1,3,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,
201901073113,1,1,Female,30-49,Hispanic,White,Yes,College graduate+,"$60,000–$69,999",Middle income,Never been married,Roman Catholic,Catholic,Once a week,South,Suburban,Republican,Rep/Lean Rep,Moderate,3,,5.0,4,5,1,2,1,5,1,3,6,1,1,,,,,1.0,1.0,1.0,1.0,2,1,4,3,6,1,3,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0
201901073122,2,2,Female,30-49,Hispanic,White,Yes,H.S. graduate or less,"$70,000–$79,999",Middle income,Married,Roman Catholic,Catholic,A few times a year,South,Suburban,Republican,Rep/Lean Rep,Moderate,2,,3.0,3,4,2,1,1,5,3,2,6,4,3,,,,,1.0,3.0,1.0,3.0,2,3,4,1,5,3,3,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0
201901073174,2,2,Female,30-49,Hispanic,White,Yes,H.S. graduate or less,"$60,000–$69,999",Middle income,Married,Roman Catholic,Catholic,A few times a year,West,Suburban,Republican,Rep/Lean Rep,Liberal,3,,2.0,2,4,1,2,1,1,1,2,1,1,2,,,,,1.0,2.0,3.0,3.0,1,1,3,2,4,3,3,2.0,3.0,3.0,1.0,3.0,3.0,,,,,,
201901073243,1,1,Female,50-64,Hispanic,Or some other race,Yes,College graduate+,"$60,000–$69,999",Middle income,Married,Roman Catholic,Catholic,Seldom,Northeast,Urban,Independent,Dem/Lean Dem,Liberal,3,1.0,,5,5,1,2,1,3,1,4,1,5,1,1.0,1.0,1.0,1.0,,,,,2,1,3,3,3,3,3,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,
201901073263,2,2,Male,30-49,Hispanic,White,Yes,College graduate+,"$50,000–$59,999",Middle income,Married,Roman Catholic,Catholic,Seldom,South,Urban,Independent,Dem/Lean Dem,Moderate,3,,3.0,3,3,3,2,3,3,3,3,3,3,3,,,,,2.0,2.0,2.0,2.0,2,2,3,2,3,1,2,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,
201901073363,2,2,Male,30-49,White non-Hispanic,White,99,H.S. graduate or less,"$60,000–$69,999",Lower income,Living with a partner,Mormon (LDS),Other,Once or twice a month,South,Suburban,99,Dem/Lean Dem,99,2,4.0,,4,2,2,1,3,2,2,3,4,4,3,1.0,2.0,2.0,2.0,,,,,3,2,2,3,3,5,2,3.0,2.0,2.0,2.0,3.0,2.0,,,,,,
201901073487,1,2,Female,50-64,Hispanic,White,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Never been married,Nothing in particular,Unaffiliated,Never,West,Urban,Democrat,Dem/Lean Dem,Liberal,3,3.0,,3,2,3,2,2,3,3,6,6,3,6,1.0,2.0,2.0,2.0,,,,,2,1,3,2,6,3,3,3.0,3.0,3.0,2.0,3.0,3.0,,,,,,
201901073684,2,2,Female,65+,Hispanic,Or some other race,Yes,Some College,99,99,Widowed,Roman Catholic,Catholic,A few times a year,South,Urban,99,Dem/Lean Dem,99,1,3.0,,3,4,3,2,2,4,2,4,6,1,1,1.0,3.0,1.0,3.0,,,,,2,1,5,5,5,1,3,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0
201901073716,2,2,Female,18-29,White non-Hispanic,White,No,H.S. graduate or less,"$30,000–$39,999",Lower income,Separated,Nothing in particular,Unaffiliated,Once or twice a month,West,Suburban,Independent,Dem/Lean Dem,Conservative,3,3.0,,3,4,2,1,3,3,3,4,4,2,4,1.0,3.0,2.0,3.0,,,,,3,2,3,3,3,5,2,2.0,3.0,1.0,2.0,2.0,2.0,,,,,,
201901073910,2,1,Male,65+,Hispanic,Or some other race,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Separated,Roman Catholic,Catholic,Seldom,South,Urban,Republican,Rep/Lean Rep,Conservative,1,,4.0,5,6,2,2,4,3,6,5,6,3,4,,,,,1.0,3.0,3.0,1.0,1,1,4,5,6,2,1,,,,,,,1.0,3.0,3.0,3.0,2.0,2.0
201901074082,2,2,Female,65+,Hispanic,White,Yes,H.S. graduate or less,"Less than $30,000",Lower income,Married,Roman Catholic,Catholic,Once a week,South,Urban,Republican,Rep/Lean Rep,Conservative,1,1.0,,5,5,1,2,1,5,1,1,5,1,1,1.0,1.0,1.0,1.0,,,,,6,1,3,2,5,1,3,3.0,3.0,3.0,1.0,3.0,2.0,,,,,,
201901074112,2,2,Female,30-49,Hispanic,White,Yes,College graduate+,"$70,000–$79,999",Middle income,Separated,Protestant,Protestant,Once or twice a month,South,Urban,Democrat,Dem/Lean Dem,Moderate,3,4.0,,5,5,3,1,1,5,1,5,3,5,2,1.0,1.0,2.0,1.0,,,,,1,3,4,1,5,3,3,,,,,,,1.0,3.0,3.0,2.0,3.0,3.0
201901074167,2,2,Female,50-64,Hispanic,White,Yes,H.S. graduate or less,"Less than $30,000",99,Married,Roman Catholic,Catholic,Never,South,Urban,Independent,No lean,Liberal,1,3.0,,4,5,1,2,2,1,3,3,3,1,1,1.0,3.0,1.0,3.0,,,,,2,3,5,5,6,7,1,,,,,,,1.0,3.0,1.0,3.0,3.0,1.0
201901074251,1,2,Female,18-29,Hispanic,Or some other race,Yes,Some College,"$50,000–$59,999",Middle income,Separated,Roman Catholic,Catholic,Once a week,South,Suburban,Independent,Rep/Lean Rep,Very liberal,2,,3.0,3,2,2,2,4,3,3,3,4,1,2,,,,,1.0,3.0,3.0,3.0,4,2,4,3,2,3,2,,,,,,,3.0,3.0,3.0,3.0,1.0,1.0
